gene_id	length
TRINITY_DN4519_c0_g1	369
TRINITY_DN21972_c4_g1	201
TRINITY_DN25220_c0_g1	1133
TRINITY_DN25535_c2_g1	1359
TRINITY_DN25535_c2_g2	2822
TRINITY_DN22854_c3_g1	691
TRINITY_DN22854_c3_g3	387
TRINITY_DN22854_c3_g2	272
TRINITY_DN18244_c7_g1	2181
TRINITY_DN18244_c7_g3	3679
TRINITY_DN18244_c7_g2	2990
TRINITY_DN23100_c1_g4	210
TRINITY_DN8442_c0_g1	532
TRINITY_DN31414_c0_g1	317
TRINITY_DN24059_c2_g4	1099
TRINITY_DN40635_c0_g1	205
TRINITY_DN20747_c0_g1	369
TRINITY_DN24252_c0_g3	2162
TRINITY_DN18403_c5_g8	813
TRINITY_DN18403_c5_g9	402
TRINITY_DN760_c0_g1	304
TRINITY_DN18403_c5_g2	396
TRINITY_DN18403_c5_g3	233
TRINITY_DN18403_c5_g1	282
TRINITY_DN18403_c5_g6	410
TRINITY_DN18403_c5_g7	245
TRINITY_DN18403_c5_g4	789
TRINITY_DN18403_c5_g5	372
TRINITY_DN32936_c0_g1	219
TRINITY_DN42536_c0_g1	225
TRINITY_DN19018_c0_g1	2613
TRINITY_DN19132_c1_g1	1720
TRINITY_DN19132_c1_g2	1757
TRINITY_DN344_c0_g1	219
TRINITY_DN40006_c0_g1	383
TRINITY_DN41790_c0_g1	573
TRINITY_DN27753_c0_g1	336
TRINITY_DN47377_c0_g1	258
TRINITY_DN49484_c0_g1	836
TRINITY_DN34479_c0_g1	232
TRINITY_DN7497_c0_g1	339
TRINITY_DN34064_c0_g1	285
TRINITY_DN24558_c2_g1	1433
TRINITY_DN25554_c4_g1	334
TRINITY_DN25554_c4_g2	683
TRINITY_DN21222_c2_g1	2366
TRINITY_DN18275_c3_g1	381
TRINITY_DN20900_c1_g1	205
TRINITY_DN21193_c1_g1	5003
TRINITY_DN21193_c1_g2	6818
TRINITY_DN21193_c1_g3	1074
TRINITY_DN21193_c1_g4	222
TRINITY_DN24652_c3_g1	2322
TRINITY_DN13604_c0_g1	695
TRINITY_DN13604_c0_g3	579
TRINITY_DN13604_c0_g2	851
TRINITY_DN20257_c3_g1	939
TRINITY_DN24140_c3_g1	271
TRINITY_DN38353_c0_g1	982
TRINITY_DN47801_c0_g1	261
TRINITY_DN4802_c0_g1	242
TRINITY_DN4802_c0_g2	391
TRINITY_DN30741_c0_g1	323
TRINITY_DN48065_c0_g1	303
TRINITY_DN19764_c1_g1	222
TRINITY_DN13104_c0_g1	874
TRINITY_DN18359_c5_g6	312
TRINITY_DN22813_c0_g3	753
TRINITY_DN22813_c0_g2	2291
TRINITY_DN22813_c0_g1	4412
TRINITY_DN22813_c0_g4	554
TRINITY_DN18705_c12_g5	661
TRINITY_DN47863_c0_g1	209
TRINITY_DN18854_c1_g1	242
TRINITY_DN21356_c10_g1	394
TRINITY_DN39081_c0_g1	414
TRINITY_DN18661_c5_g1	215
TRINITY_DN20407_c13_g1	333
TRINITY_DN24298_c1_g4	657
TRINITY_DN47165_c0_g1	234
TRINITY_DN7316_c0_g1	254
TRINITY_DN20637_c4_g3	3246
TRINITY_DN50260_c0_g1	394
TRINITY_DN17381_c5_g2	218
TRINITY_DN8610_c0_g1	278
TRINITY_DN11851_c0_g1	349
TRINITY_DN17381_c5_g1	245
TRINITY_DN20569_c2_g1	283
TRINITY_DN24298_c1_g1	4342
TRINITY_DN21860_c5_g1	345
TRINITY_DN18705_c12_g2	601
TRINITY_DN22163_c4_g7	1618
TRINITY_DN22163_c4_g6	1647
TRINITY_DN22163_c4_g5	1664
TRINITY_DN22163_c4_g4	248
TRINITY_DN22163_c4_g3	394
TRINITY_DN22163_c4_g2	3751
TRINITY_DN22163_c4_g1	2667
TRINITY_DN18133_c3_g1	3634
TRINITY_DN18133_c3_g2	959
TRINITY_DN18133_c3_g3	378
TRINITY_DN18133_c3_g4	1162
TRINITY_DN18133_c3_g5	238
TRINITY_DN18133_c3_g6	448
TRINITY_DN54407_c0_g1	215
TRINITY_DN23358_c0_g1	3433
TRINITY_DN23358_c0_g2	218
TRINITY_DN18692_c3_g4	786
TRINITY_DN22443_c2_g3	2323
TRINITY_DN22797_c6_g1	2497
TRINITY_DN22764_c5_g9	327
TRINITY_DN18692_c3_g1	1261
TRINITY_DN18692_c3_g2	401
TRINITY_DN18692_c3_g3	860
TRINITY_DN23126_c1_g2	3179
TRINITY_DN23126_c1_g3	2198
TRINITY_DN22764_c5_g7	406
TRINITY_DN23126_c1_g1	2687
TRINITY_DN22764_c5_g1	3204
TRINITY_DN22764_c5_g3	520
TRINITY_DN36673_c0_g1	531
TRINITY_DN18108_c2_g1	565
TRINITY_DN18108_c2_g2	1043
TRINITY_DN38981_c0_g1	442
TRINITY_DN27679_c0_g1	241
TRINITY_DN20718_c0_g1	3445
TRINITY_DN20718_c0_g2	1106
TRINITY_DN25329_c3_g2	350
TRINITY_DN25329_c3_g1	361
TRINITY_DN22090_c1_g2	803
TRINITY_DN20923_c2_g1	201
TRINITY_DN29938_c0_g1	207
TRINITY_DN22769_c4_g3	349
TRINITY_DN22769_c4_g2	782
TRINITY_DN19396_c4_g1	536
TRINITY_DN25200_c6_g1	252
TRINITY_DN22691_c7_g1	258
TRINITY_DN23931_c0_g1	1365
TRINITY_DN25593_c9_g1	204
TRINITY_DN17110_c2_g1	327
TRINITY_DN18069_c8_g1	250
TRINITY_DN24845_c2_g3	397
TRINITY_DN17374_c3_g2	931
TRINITY_DN22090_c1_g1	2979
TRINITY_DN23411_c7_g3	519
TRINITY_DN23411_c7_g2	342
TRINITY_DN23411_c7_g1	878
TRINITY_DN22899_c8_g1	239
TRINITY_DN23781_c3_g17	206
TRINITY_DN50524_c0_g1	823
TRINITY_DN32483_c0_g1	313
TRINITY_DN23781_c3_g15	713
TRINITY_DN17356_c11_g1	324
TRINITY_DN54209_c0_g1	207
TRINITY_DN17015_c0_g2	1523
TRINITY_DN32778_c0_g1	201
TRINITY_DN45699_c0_g1	242
TRINITY_DN157_c0_g1	327
TRINITY_DN9945_c2_g1	220
TRINITY_DN11318_c0_g1	457
TRINITY_DN23335_c2_g9	857
TRINITY_DN24191_c0_g1	412
TRINITY_DN28369_c0_g1	234
TRINITY_DN24275_c1_g1	2877
TRINITY_DN23335_c2_g8	1219
TRINITY_DN11587_c0_g1	1250
TRINITY_DN33775_c0_g1	331
TRINITY_DN14813_c0_g2	211
TRINITY_DN49879_c0_g1	278
TRINITY_DN14813_c0_g1	1980
TRINITY_DN20807_c4_g2	2597
TRINITY_DN24112_c12_g1	792
TRINITY_DN16825_c0_g1	1919
TRINITY_DN20807_c4_g1	1581
TRINITY_DN20807_c4_g6	719
TRINITY_DN12339_c0_g1	590
TRINITY_DN20807_c4_g5	501
TRINITY_DN50051_c0_g1	281
TRINITY_DN9895_c0_g1	726
TRINITY_DN14658_c1_g1	1724
TRINITY_DN36932_c0_g1	434
TRINITY_DN20242_c6_g1	2207
TRINITY_DN21375_c0_g3	214
TRINITY_DN24231_c3_g6	1280
TRINITY_DN34154_c0_g1	293
TRINITY_DN52831_c0_g1	235
TRINITY_DN24688_c2_g1	419
TRINITY_DN24208_c3_g4	348
TRINITY_DN27016_c0_g1	244
TRINITY_DN23172_c3_g1	844
TRINITY_DN21105_c12_g1	231
TRINITY_DN17877_c3_g1	749
TRINITY_DN17877_c3_g2	1908
TRINITY_DN17877_c3_g3	1245
TRINITY_DN17877_c3_g4	1373
TRINITY_DN23942_c6_g1	1168
TRINITY_DN18204_c12_g1	1089
TRINITY_DN29278_c0_g1	289
TRINITY_DN24237_c2_g2	294
TRINITY_DN34529_c0_g1	260
TRINITY_DN19192_c3_g1	652
TRINITY_DN52861_c0_g1	223
TRINITY_DN20674_c4_g2	492
TRINITY_DN48466_c0_g1	240
TRINITY_DN20674_c4_g1	937
TRINITY_DN25015_c7_g1	449
TRINITY_DN15548_c0_g1	549
TRINITY_DN23350_c4_g1	4341
TRINITY_DN19551_c3_g1	353
TRINITY_DN13467_c0_g1	407
TRINITY_DN16805_c2_g13	387
TRINITY_DN20490_c1_g1	856
TRINITY_DN16805_c2_g11	580
TRINITY_DN9784_c0_g1	1199
TRINITY_DN13109_c0_g1	803
TRINITY_DN19210_c3_g1	216
TRINITY_DN17449_c5_g1	230
TRINITY_DN28778_c0_g1	206
TRINITY_DN32288_c0_g1	214
TRINITY_DN54662_c0_g1	321
TRINITY_DN19840_c0_g2	1246
TRINITY_DN49964_c0_g1	1384
TRINITY_DN17458_c0_g1	561
TRINITY_DN23024_c3_g1	841
TRINITY_DN24130_c2_g3	660
TRINITY_DN23385_c0_g1	379
TRINITY_DN41075_c0_g1	232
TRINITY_DN31373_c0_g1	404
TRINITY_DN40649_c0_g1	287
TRINITY_DN40254_c0_g1	414
TRINITY_DN30484_c0_g1	378
TRINITY_DN1418_c0_g1	486
TRINITY_DN42805_c0_g1	212
TRINITY_DN49418_c0_g1	250
TRINITY_DN20831_c1_g10	314
TRINITY_DN20831_c1_g11	1437
TRINITY_DN3790_c0_g1	1041
TRINITY_DN20831_c1_g13	210
TRINITY_DN21995_c5_g3	344
TRINITY_DN12387_c0_g1	263
TRINITY_DN25596_c5_g1	204
TRINITY_DN25229_c2_g8	282
TRINITY_DN17838_c8_g1	228
TRINITY_DN25229_c2_g5	278
TRINITY_DN25229_c2_g4	350
TRINITY_DN25229_c2_g7	1194
TRINITY_DN25229_c2_g6	520
TRINITY_DN25229_c2_g1	4138
TRINITY_DN25229_c2_g3	1959
TRINITY_DN25229_c2_g2	4771
TRINITY_DN25632_c8_g2	265
TRINITY_DN25632_c8_g1	946
TRINITY_DN31928_c0_g1	462
TRINITY_DN37287_c0_g1	254
TRINITY_DN18405_c0_g3	3106
TRINITY_DN18405_c0_g2	3270
TRINITY_DN18405_c0_g1	3195
TRINITY_DN38702_c0_g1	266
TRINITY_DN18405_c0_g5	1561
TRINITY_DN18405_c0_g4	3108
TRINITY_DN39720_c0_g1	295
TRINITY_DN42179_c0_g1	310
TRINITY_DN12812_c0_g1	820
TRINITY_DN22220_c6_g1	206
TRINITY_DN23922_c0_g2	482
TRINITY_DN51074_c0_g1	427
TRINITY_DN21798_c3_g1	207
TRINITY_DN47251_c0_g1	237
TRINITY_DN42993_c0_g1	372
TRINITY_DN22938_c2_g1	478
TRINITY_DN19305_c5_g1	2264
TRINITY_DN31530_c0_g1	234
TRINITY_DN19305_c5_g3	2476
TRINITY_DN29777_c0_g1	251
TRINITY_DN31729_c0_g1	588
TRINITY_DN19607_c2_g1	482
TRINITY_DN5145_c0_g1	326
TRINITY_DN36188_c0_g1	251
TRINITY_DN41609_c0_g1	279
TRINITY_DN19715_c8_g1	1655
TRINITY_DN19715_c8_g2	259
TRINITY_DN14283_c0_g1	1376
TRINITY_DN19244_c2_g1	239
TRINITY_DN18118_c1_g2	293
TRINITY_DN18118_c1_g1	320
TRINITY_DN53041_c0_g1	235
TRINITY_DN19428_c13_g1	364
TRINITY_DN18680_c0_g7	731
TRINITY_DN19115_c5_g1	572
TRINITY_DN25422_c2_g1	260
TRINITY_DN19115_c5_g3	252
TRINITY_DN19115_c5_g2	312
TRINITY_DN5400_c0_g1	219
TRINITY_DN29788_c0_g1	250
TRINITY_DN29323_c0_g1	231
TRINITY_DN17475_c4_g2	2159
TRINITY_DN22005_c1_g1	1402
TRINITY_DN25904_c0_g1	309
TRINITY_DN16445_c0_g2	2725
TRINITY_DN19441_c0_g1	586
TRINITY_DN19441_c0_g2	626
TRINITY_DN45536_c0_g1	353
TRINITY_DN39840_c0_g1	449
TRINITY_DN33460_c0_g1	297
TRINITY_DN21644_c2_g1	3378
TRINITY_DN48370_c0_g1	278
TRINITY_DN17883_c0_g1	1443
TRINITY_DN20306_c10_g1	222
TRINITY_DN21293_c0_g1	726
TRINITY_DN25300_c2_g1	1366
TRINITY_DN22690_c2_g1	381
TRINITY_DN25366_c1_g2	5096
TRINITY_DN25003_c5_g1	223
TRINITY_DN51606_c0_g1	205
TRINITY_DN25366_c1_g3	281
TRINITY_DN32222_c0_g1	209
TRINITY_DN54066_c0_g1	318
TRINITY_DN21259_c4_g1	209
TRINITY_DN25467_c2_g1	201
TRINITY_DN26108_c0_g1	272
TRINITY_DN46633_c0_g1	742
TRINITY_DN17893_c0_g2	5401
TRINITY_DN17893_c0_g1	616
TRINITY_DN20433_c1_g1	226
TRINITY_DN19408_c0_g1	2337
TRINITY_DN8550_c0_g1	222
TRINITY_DN19408_c0_g3	1602
TRINITY_DN46010_c0_g1	228
TRINITY_DN17679_c0_g1	560
TRINITY_DN19718_c5_g1	3770
TRINITY_DN17527_c2_g1	720
TRINITY_DN20404_c1_g1	260
TRINITY_DN20789_c2_g1	1740
TRINITY_DN18347_c2_g1	2688
TRINITY_DN29157_c0_g1	202
TRINITY_DN7340_c0_g1	295
TRINITY_DN12294_c0_g1	339
TRINITY_DN20440_c3_g1	340
TRINITY_DN24743_c2_g1	583
TRINITY_DN23395_c3_g1	220
TRINITY_DN32864_c0_g1	838
TRINITY_DN35912_c0_g1	276
TRINITY_DN20268_c1_g1	694
TRINITY_DN20745_c0_g1	215
TRINITY_DN19298_c4_g1	325
TRINITY_DN25124_c2_g5	971
TRINITY_DN25124_c2_g4	991
TRINITY_DN19944_c3_g1	2436
TRINITY_DN25124_c2_g2	2887
TRINITY_DN25124_c2_g1	257
TRINITY_DN1623_c0_g1	364
TRINITY_DN21902_c1_g2	3933
TRINITY_DN16990_c7_g1	223
TRINITY_DN46311_c0_g1	227
TRINITY_DN34316_c0_g1	286
TRINITY_DN25212_c0_g1	663
TRINITY_DN25212_c0_g3	2682
TRINITY_DN25212_c0_g2	2575
TRINITY_DN25212_c0_g4	1557
TRINITY_DN23196_c0_g1	260
TRINITY_DN18250_c3_g2	1041
TRINITY_DN18250_c3_g3	1264
TRINITY_DN18250_c3_g1	2291
TRINITY_DN18250_c3_g6	321
TRINITY_DN1297_c0_g1	279
TRINITY_DN18250_c3_g4	1249
TRINITY_DN36206_c0_g1	313
TRINITY_DN18347_c3_g1	3506
TRINITY_DN21812_c3_g2	375
TRINITY_DN21812_c3_g3	2534
TRINITY_DN21812_c3_g1	2775
TRINITY_DN18191_c3_g1	2194
TRINITY_DN21812_c3_g7	2976
TRINITY_DN21812_c3_g4	1044
TRINITY_DN21812_c3_g5	2396
TRINITY_DN21812_c3_g8	2631
TRINITY_DN21812_c3_g9	2771
TRINITY_DN34901_c0_g1	452
TRINITY_DN5755_c0_g1	390
TRINITY_DN16863_c12_g1	930
TRINITY_DN19493_c3_g1	847
TRINITY_DN21946_c5_g2	1919
TRINITY_DN19607_c6_g1	301
TRINITY_DN20427_c0_g1	434
TRINITY_DN11606_c0_g1	342
TRINITY_DN6263_c0_g1	715
TRINITY_DN17408_c3_g1	353
TRINITY_DN38117_c0_g1	255
TRINITY_DN45745_c0_g1	364
TRINITY_DN18896_c3_g1	459
TRINITY_DN24458_c0_g4	789
TRINITY_DN22033_c1_g1	3655
TRINITY_DN24458_c0_g2	361
TRINITY_DN24458_c0_g3	1589
TRINITY_DN24458_c0_g1	2821
TRINITY_DN37097_c0_g1	403
TRINITY_DN22878_c1_g1	274
TRINITY_DN20380_c2_g4	217
TRINITY_DN19036_c1_g10	227
TRINITY_DN19357_c6_g1	1463
TRINITY_DN24603_c6_g1	308
TRINITY_DN19813_c4_g1	524
TRINITY_DN28539_c0_g1	586
TRINITY_DN11107_c1_g1	337
TRINITY_DN19813_c4_g2	667
TRINITY_DN30978_c0_g1	262
TRINITY_DN2132_c0_g1	204
TRINITY_DN21671_c4_g1	2168
TRINITY_DN37581_c1_g1	334
TRINITY_DN20640_c3_g1	1391
TRINITY_DN21320_c8_g1	241
TRINITY_DN16798_c1_g6	221
TRINITY_DN22925_c0_g1	2109
TRINITY_DN46113_c0_g1	232
TRINITY_DN6687_c0_g1	223
TRINITY_DN23513_c2_g1	510
TRINITY_DN25043_c4_g1	233
TRINITY_DN17526_c3_g1	252
TRINITY_DN55313_c0_g1	225
TRINITY_DN19703_c4_g7	377
TRINITY_DN17498_c1_g1	245
TRINITY_DN46723_c0_g1	247
TRINITY_DN18545_c15_g1	235
TRINITY_DN19397_c0_g1	282
TRINITY_DN23166_c4_g1	223
TRINITY_DN18852_c5_g1	2484
TRINITY_DN19891_c5_g1	2595
TRINITY_DN18963_c5_g1	3966
TRINITY_DN35380_c0_g1	206
TRINITY_DN14458_c0_g1	565
TRINITY_DN20854_c5_g3	217
TRINITY_DN2681_c0_g1	271
TRINITY_DN18188_c5_g1	288
TRINITY_DN21635_c1_g1	748
TRINITY_DN49661_c0_g1	829
TRINITY_DN20469_c2_g1	2450
TRINITY_DN20469_c2_g2	3078
TRINITY_DN20469_c2_g3	2403
TRINITY_DN20469_c2_g4	2642
TRINITY_DN20469_c2_g5	791
TRINITY_DN20469_c2_g6	1565
TRINITY_DN20469_c2_g7	510
TRINITY_DN31307_c0_g1	287
TRINITY_DN3263_c0_g1	241
TRINITY_DN17992_c1_g4	794
TRINITY_DN17992_c1_g5	249
TRINITY_DN17992_c1_g6	984
TRINITY_DN17992_c1_g7	484
TRINITY_DN17992_c1_g1	2607
TRINITY_DN17992_c1_g2	231
TRINITY_DN17992_c1_g3	987
TRINITY_DN23132_c4_g6	231
TRINITY_DN23132_c4_g7	732
TRINITY_DN23132_c4_g4	1919
TRINITY_DN23132_c4_g5	691
TRINITY_DN17992_c1_g8	213
TRINITY_DN17992_c1_g9	208
TRINITY_DN20107_c4_g5	286
TRINITY_DN23132_c4_g1	1090
TRINITY_DN25087_c0_g1	2233
TRINITY_DN41974_c0_g1	476
TRINITY_DN37836_c0_g1	269
TRINITY_DN29365_c0_g1	286
TRINITY_DN18585_c1_g1	4737
TRINITY_DN18585_c1_g3	2563
TRINITY_DN18585_c1_g2	336
TRINITY_DN17481_c1_g5	1829
TRINITY_DN17481_c1_g4	643
TRINITY_DN11981_c1_g1	374
TRINITY_DN17481_c1_g1	1862
TRINITY_DN3732_c0_g2	354
TRINITY_DN9356_c0_g1	328
TRINITY_DN22818_c2_g1	3856
TRINITY_DN24132_c4_g1	466
TRINITY_DN20214_c3_g2	3889
TRINITY_DN17481_c1_g9	2343
TRINITY_DN22154_c2_g2	218
TRINITY_DN12601_c0_g1	1171
TRINITY_DN22990_c1_g1	1543
TRINITY_DN5984_c1_g1	484
TRINITY_DN22294_c1_g3	2045
TRINITY_DN17142_c6_g1	234
TRINITY_DN14636_c0_g1	915
TRINITY_DN17161_c1_g1	285
TRINITY_DN16149_c0_g1	339
TRINITY_DN16149_c0_g2	1500
TRINITY_DN16149_c0_g3	542
TRINITY_DN12269_c0_g1	541
TRINITY_DN18033_c3_g1	235
TRINITY_DN24670_c3_g2	271
TRINITY_DN18033_c3_g3	216
TRINITY_DN18033_c3_g2	514
TRINITY_DN18033_c3_g5	387
TRINITY_DN18033_c3_g4	276
TRINITY_DN18033_c3_g7	311
TRINITY_DN18033_c3_g6	388
TRINITY_DN18033_c3_g9	258
TRINITY_DN18033_c3_g8	206
TRINITY_DN18204_c7_g2	830
TRINITY_DN17314_c4_g3	295
TRINITY_DN17314_c4_g2	1330
TRINITY_DN19594_c2_g1	787
TRINITY_DN22339_c3_g1	266
TRINITY_DN29670_c0_g1	257
TRINITY_DN28984_c0_g1	215
TRINITY_DN19882_c5_g1	324
TRINITY_DN48280_c0_g1	236
TRINITY_DN29812_c0_g1	204
TRINITY_DN50124_c0_g1	371
TRINITY_DN51312_c0_g1	385
TRINITY_DN23495_c2_g1	1721
TRINITY_DN23495_c2_g2	3029
TRINITY_DN1931_c0_g2	283
TRINITY_DN15150_c0_g1	1452
TRINITY_DN18013_c3_g3	537
TRINITY_DN18013_c3_g2	313
TRINITY_DN18013_c3_g1	444
TRINITY_DN24505_c5_g1	265
TRINITY_DN18013_c3_g4	782
TRINITY_DN17107_c3_g1	5037
TRINITY_DN12335_c0_g1	498
TRINITY_DN22868_c2_g2	230
TRINITY_DN22868_c2_g1	1389
TRINITY_DN17711_c6_g1	861
TRINITY_DN17990_c4_g6	1837
TRINITY_DN45193_c0_g1	223
TRINITY_DN11210_c0_g1	827
TRINITY_DN6359_c0_g1	887
TRINITY_DN38017_c0_g1	203
TRINITY_DN19200_c3_g1	355
TRINITY_DN46666_c0_g1	474
TRINITY_DN54510_c0_g1	310
TRINITY_DN21515_c1_g4	826
TRINITY_DN37281_c0_g1	212
TRINITY_DN21515_c1_g2	324
TRINITY_DN21515_c1_g3	867
TRINITY_DN18026_c6_g2	587
TRINITY_DN21515_c1_g1	300
TRINITY_DN17679_c8_g1	583
TRINITY_DN55180_c0_g1	237
TRINITY_DN20295_c2_g3	922
TRINITY_DN23217_c0_g2	291
TRINITY_DN23217_c0_g1	1832
TRINITY_DN22395_c1_g5	1135
TRINITY_DN18299_c1_g4	638
TRINITY_DN22395_c1_g6	242
TRINITY_DN18299_c1_g1	3216
TRINITY_DN18299_c1_g3	515
TRINITY_DN18299_c1_g2	294
TRINITY_DN40977_c0_g1	257
TRINITY_DN19365_c2_g1	595
TRINITY_DN13662_c0_g1	3035
TRINITY_DN22395_c1_g9	448
TRINITY_DN22395_c1_g8	273
TRINITY_DN21651_c1_g8	727
TRINITY_DN22018_c0_g1	8569
TRINITY_DN22018_c0_g2	1795
TRINITY_DN22018_c0_g3	414
TRINITY_DN22018_c0_g4	1848
TRINITY_DN22018_c0_g5	935
TRINITY_DN22018_c0_g6	577
TRINITY_DN20415_c1_g3	4045
TRINITY_DN21418_c4_g1	344
TRINITY_DN32529_c0_g1	622
TRINITY_DN25405_c1_g4	563
TRINITY_DN21418_c4_g4	641
TRINITY_DN24886_c4_g1	295
TRINITY_DN24168_c1_g1	1252
TRINITY_DN20160_c13_g4	455
TRINITY_DN25400_c5_g1	332
TRINITY_DN20160_c13_g2	422
TRINITY_DN20160_c13_g1	526
TRINITY_DN23682_c1_g2	1009
TRINITY_DN8936_c0_g1	340
TRINITY_DN37207_c0_g1	460
TRINITY_DN18025_c9_g1	267
TRINITY_DN23945_c5_g1	257
TRINITY_DN23340_c3_g2	618
TRINITY_DN23340_c3_g1	345
TRINITY_DN24987_c4_g7	469
TRINITY_DN24987_c4_g6	1396
TRINITY_DN24987_c4_g5	1502
TRINITY_DN24987_c4_g4	2321
TRINITY_DN24987_c4_g3	211
TRINITY_DN24142_c2_g1	6324
TRINITY_DN24987_c4_g1	1720
TRINITY_DN21433_c2_g9	741
TRINITY_DN17229_c1_g4	1411
TRINITY_DN21433_c2_g7	1193
TRINITY_DN9176_c0_g1	379
TRINITY_DN37155_c0_g1	243
TRINITY_DN21433_c2_g2	1368
TRINITY_DN21433_c2_g3	428
TRINITY_DN21433_c2_g1	3057
TRINITY_DN47385_c0_g1	235
TRINITY_DN20646_c2_g2	443
TRINITY_DN51143_c0_g1	538
TRINITY_DN49215_c0_g1	1087
TRINITY_DN30369_c0_g1	212
TRINITY_DN14377_c0_g1	2311
TRINITY_DN20318_c0_g1	1666
TRINITY_DN39876_c0_g1	288
TRINITY_DN20318_c0_g3	401
TRINITY_DN20318_c0_g2	2509
TRINITY_DN49067_c0_g1	255
TRINITY_DN10093_c0_g1	224
TRINITY_DN24697_c4_g1	271
TRINITY_DN21462_c0_g3	1117
TRINITY_DN33808_c0_g1	217
TRINITY_DN24763_c1_g1	1632
TRINITY_DN19237_c3_g10	1126
TRINITY_DN19237_c3_g11	214
TRINITY_DN25380_c3_g12	240
TRINITY_DN55164_c0_g1	332
TRINITY_DN21680_c5_g3	589
TRINITY_DN6013_c0_g1	347
TRINITY_DN21680_c5_g1	7026
TRINITY_DN31885_c0_g1	905
TRINITY_DN21172_c18_g1	379
TRINITY_DN21606_c2_g1	924
TRINITY_DN17820_c4_g1	301
TRINITY_DN24943_c0_g1	1222
TRINITY_DN22736_c0_g1	655
TRINITY_DN25432_c0_g1	2087
TRINITY_DN22371_c4_g1	1725
TRINITY_DN22669_c2_g4	715
TRINITY_DN22669_c2_g5	287
TRINITY_DN22669_c2_g6	550
TRINITY_DN22669_c2_g7	240
TRINITY_DN22669_c2_g1	687
TRINITY_DN22669_c2_g2	903
TRINITY_DN22669_c2_g3	246
TRINITY_DN19228_c1_g1	1690
TRINITY_DN17787_c1_g1	278
TRINITY_DN41290_c0_g1	397
TRINITY_DN24230_c1_g1	5175
TRINITY_DN17411_c5_g5	412
TRINITY_DN16422_c0_g1	1207
TRINITY_DN30021_c0_g1	230
TRINITY_DN37128_c0_g1	1561
TRINITY_DN17854_c6_g1	256
TRINITY_DN41931_c0_g1	414
TRINITY_DN23417_c1_g3	2868
TRINITY_DN22595_c4_g1	224
TRINITY_DN25479_c3_g4	218
TRINITY_DN6697_c0_g1	373
TRINITY_DN19658_c5_g1	224
TRINITY_DN39660_c0_g1	309
TRINITY_DN19498_c13_g1	221
TRINITY_DN18485_c15_g1	225
TRINITY_DN23399_c10_g1	234
TRINITY_DN23771_c3_g1	235
TRINITY_DN18641_c0_g1	674
TRINITY_DN16302_c0_g1	1036
TRINITY_DN21257_c6_g1	367
TRINITY_DN20778_c1_g2	481
TRINITY_DN51158_c0_g1	331
TRINITY_DN24454_c1_g8	205
TRINITY_DN22115_c4_g6	1367
TRINITY_DN47388_c0_g1	410
TRINITY_DN21758_c1_g1	202
TRINITY_DN31993_c0_g1	409
TRINITY_DN41358_c0_g1	258
TRINITY_DN51570_c0_g1	241
TRINITY_DN36657_c0_g1	206
TRINITY_DN23417_c1_g1	880
TRINITY_DN17682_c4_g3	2472
TRINITY_DN8029_c0_g1	501
TRINITY_DN17682_c4_g1	1018
TRINITY_DN25619_c2_g3	739
TRINITY_DN25619_c2_g4	448
TRINITY_DN17682_c4_g5	230
TRINITY_DN17682_c4_g4	297
TRINITY_DN21080_c2_g1	2729
TRINITY_DN24539_c0_g1	240
TRINITY_DN20022_c2_g1	288
TRINITY_DN23085_c5_g2	1346
TRINITY_DN18449_c1_g5	229
TRINITY_DN23085_c5_g1	2312
TRINITY_DN2360_c0_g1	336
TRINITY_DN18449_c1_g1	296
TRINITY_DN18449_c1_g2	225
TRINITY_DN18449_c1_g3	3127
TRINITY_DN22364_c4_g1	2701
TRINITY_DN22843_c2_g2	1460
TRINITY_DN22843_c2_g3	577
TRINITY_DN22843_c2_g1	1098
TRINITY_DN2041_c0_g1	372
TRINITY_DN19458_c3_g1	227
TRINITY_DN11553_c1_g1	249
TRINITY_DN24411_c1_g1	314
TRINITY_DN26163_c0_g1	423
TRINITY_DN18034_c7_g1	456
TRINITY_DN43354_c0_g1	347
TRINITY_DN9070_c0_g1	338
TRINITY_DN1236_c0_g1	633
TRINITY_DN21988_c4_g6	1125
TRINITY_DN21988_c4_g5	635
TRINITY_DN17647_c3_g1	501
TRINITY_DN24434_c0_g1	286
TRINITY_DN6394_c0_g1	320
TRINITY_DN37383_c0_g1	1330
TRINITY_DN41728_c0_g1	223
TRINITY_DN14139_c0_g1	262
TRINITY_DN20416_c1_g1	342
TRINITY_DN23729_c2_g2	520
TRINITY_DN23729_c2_g3	592
TRINITY_DN23729_c2_g1	1446
TRINITY_DN19549_c0_g1	3487
TRINITY_DN8271_c0_g1	612
TRINITY_DN19549_c0_g3	517
TRINITY_DN19549_c0_g2	262
TRINITY_DN21988_c4_g1	510
TRINITY_DN14585_c0_g1	457
TRINITY_DN20031_c1_g2	2103
TRINITY_DN20031_c1_g3	321
TRINITY_DN20031_c1_g1	4412
TRINITY_DN24349_c0_g2	571
TRINITY_DN24349_c0_g1	1897
TRINITY_DN14992_c0_g1	1212
TRINITY_DN2703_c0_g1	375
TRINITY_DN32004_c0_g1	577
TRINITY_DN39969_c0_g1	281
TRINITY_DN19173_c2_g1	1622
TRINITY_DN19173_c2_g2	2599
